phrase,target,file_path
The value of the order is around EUR 100 million,neutral,files/input/train\neutral\0634.txt
The business development initiatives in North America are headed by Lynn Shanahan,neutral,files/input/train\neutral\0635.txt
The medium-term operative targets of the company remain unchanged,neutral,files/input/train\neutral\0636.txt
"Cramo , headquartered in Vantaa , Finland , rents construction machinery and equipment , as well as rents and sells modular space",neutral,files/input/train\neutral\0637.txt
"The 10,000-odd square metre plot that Stockmann has bought for the Nevsky Center shopping center is located on Nevsky Prospect , St Petersburg 's high street , next to the Vosstaniya Square underground station , in the immediate vicinity of Moscow Station",neutral,files/input/train\neutral\0638.txt
"Unbelievably , the company that makes them - Fiskars Corporation - was formed in 1649 when a Dutch merchant named Peter Thorwoste was given a charter to establish a blast furnace and forging operation in the small Finnish village of Fiskars",neutral,files/input/train\neutral\0639.txt
The final outcome of the rights offering is to be reported around 23 October 2009,neutral,files/input/train\neutral\0640.txt
"It now owns 80,565 shares in Amer Sports Corporation , equaling 0.11 % of the company 's share capital and voting rights",neutral,files/input/train\neutral\0641.txt
"YIT CORPORATION SEPT. 24 , 2007 at 13:30 CORPORATE RELEASE STOCK EXCHANGE RELEASE YIT 'S CAPITAL MARKETS DAY IN LONDON , SEPT. 26 , 2007 On Wednesday , September 26 , 2007 , YIT will hold a Capital Markets Day for investors and analysts in London",neutral,files/input/train\neutral\0642.txt
"Price talk is in the mid-market swaps plus 105 bps area and the leads are Barclays , BNPP , UBS and CBA",neutral,files/input/train\neutral\0643.txt
"Iso Omena is based in the Matinkyla district of the southern part of the city of Espoo , southern Finland",neutral,files/input/train\neutral\0644.txt
BasWare Order Matching automatically matches purchase invoices with approved purchase orders,neutral,files/input/train\neutral\0645.txt
"Outotec 's scope of delivery includes design , basic engineering and supply of proprietary equipment for a sinter plant with a grate area of 496 square meters",neutral,files/input/train\neutral\0646.txt
Construction is expected to be completed in the summer of 2011,neutral,files/input/train\neutral\0647.txt
Competition authorities will have to approve the deal before it can be finalized,neutral,files/input/train\neutral\0648.txt
Finnlines will announce in week 17 of 2006 what measures it will take to tackle the situation,neutral,files/input/train\neutral\0649.txt
Okmetic revised its 2010 financial outlook based on its order book,neutral,files/input/train\neutral\0650.txt
"Before FKI , John Jiang has worked in several general manager or senior business consultant positions for international companies in China",neutral,files/input/train\neutral\0651.txt
"Votorantim Celulose e Papel ( VCP ) is part of the Votorantim Group , a major Brazilian conglomerate",neutral,files/input/train\neutral\0652.txt
Mr Skogster currently serves as the manager responsible for ABB Oy 's system modules for low voltage drives,neutral,files/input/train\neutral\0653.txt
"Latin America currently accounts for approximately 40 % of sales at Tecnotree , company president and CEO Eero Mertano recently told BNamericas",neutral,files/input/train\neutral\0654.txt
The value of the contracts is about EUR 3.3 mn,neutral,files/input/train\neutral\0655.txt
The parties have agreed not to disclose the transaction value,neutral,files/input/train\neutral\0656.txt
Sanoma Magazines International will invite other shareholders holding approximately 15 % of the shares to sell their shares,neutral,files/input/train\neutral\0657.txt
`` We know there are some of our own people out there . ',neutral,files/input/train\neutral\0658.txt
ASSA ABLOY Kaupthing Bank gave a ` neutral ' recommendation and a share price target of 174 crowns $ 24.7 - 19 euro on Swedish lock maker Assa Abloy AB,neutral,files/input/train\neutral\0659.txt
The firm builds components for mobile phones and other communications products,neutral,files/input/train\neutral\0660.txt
"Elcoteq 's Electronics Manufacturing Services ( EMS ) Business Segment serves customers globally in Engineering , Manufacturing and Fulfillment services",neutral,files/input/train\neutral\0661.txt
"The company is owned by the State of Finland and the European Aeronautic Defense and Space Company EADS N.V. Tekla is an international software company that provides solutions for building and construction , energy distribution and municipalities",neutral,files/input/train\neutral\0662.txt
Kesko has previously published a stock exchange release concerning the deal on 7 February 2007,neutral,files/input/train\neutral\0663.txt
Another noticeable thing is that the search for Tata and Airtel brands was mostly related to ` broadband connections ',neutral,files/input/train\neutral\0664.txt
Shuweihat 2 got under way in July 2008 when the project was awarded to desalination and power contractors,neutral,files/input/train\neutral\0665.txt
"However , the brokers ' ratings on the stock differ",neutral,files/input/train\neutral\0666.txt
"The record date for dividend distribution is March 14 , 2008",neutral,files/input/train\neutral\0667.txt
The value of the deal was not disclosed,neutral,files/input/train\neutral\0668.txt
"The maximum obligated total trades per day is ISK 400,000,000 market value",neutral,files/input/train\neutral\0669.txt
"Erkki Jarvinen , President of Rautakirja and the head of the Sanoma Trade division , will leave his current tasks in spring 2009 for a similar position outside the Sanoma Group",neutral,files/input/train\neutral\0670.txt
Investment management and investment advisory services are the company 's sole line of business,neutral,files/input/train\neutral\0671.txt
"The total restructuring costs are expected to be about EUR 30mn , of which EUR 13.5 mn was booked in December 2008",neutral,files/input/train\neutral\0672.txt
"In 2009 , Lee & Man had a combined annual production capacity of close to 4.5 million tonnes of paper and 300,000 tonnes of pulp",neutral,files/input/train\neutral\0673.txt
"This action follows personnel negotiations concerning Elcoteq SE , Finnish Branch , Elcoteq Finland Oy and Elcoteq Design Center Oy",neutral,files/input/train\neutral\0674.txt
"As with other stakeholders , COMPTEL has been involved in the workshops , meetings and filed comments on the issues of greatest importance to the competitive sector of our industry",neutral,files/input/train\neutral\0675.txt
"This could be any of us at any time , '' she said",neutral,files/input/train\neutral\0676.txt
Elcoteq SE is listed on the Nasdaq OMX Helsinki Ltd.,neutral,files/input/train\neutral\0677.txt
Technopolis has approximately 130 customer companies in Jyvaskyla,neutral,files/input/train\neutral\0678.txt
Peigs www.peigs.se will become part of Sardus Latta Maltider Light Meals unit,neutral,files/input/train\neutral\0679.txt
"Following the registration , the share capital of Biotie is EUR 52,556,678.10",neutral,files/input/train\neutral\0680.txt
The company will release its 2010 results on 11 February 2011,neutral,files/input/train\neutral\0681.txt
"The Filter Tips cover the volume range from 0.1-1200 -ï¿½l including new sizes for 10 , 20 , 100-120 , 200 , 300 , 1000 and 1200 -ï¿½l volume capacities",neutral,files/input/train\neutral\0682.txt
"The total investment in the Vantaa plant extension will amount to around 10 million euro , and Okmetic 's share of the investments will be worth around 2.7 million",neutral,files/input/train\neutral\0683.txt
"- The Group -ï¿½ s profit before taxes was EUR 0,2 7,8 million",neutral,files/input/train\neutral\0684.txt
Vacon controls a further 5 % of the company via investment fund Power Fund I. EUR 1.0 = USD 1.39,neutral,files/input/train\neutral\0685.txt
"Previously , the company expected its 2008 financial performance to remain at the same level as in 2008",neutral,files/input/train\neutral\0686.txt
"In total , more than 3000 surveillance cameras will be handled and managed according to a variety of needs , the company said",neutral,files/input/train\neutral\0687.txt
"CS Cabot exports 55 % of its production mainly to Goodyear , Bridgestone and Michelin plants in Poland , as well as to Germany 's Michelin or Italy 's Pirelli through the company 's logistics center in Paris , Stefan said",neutral,files/input/train\neutral\0688.txt
Mobile communication and wireless broadband provider Nokia Inc NYSE : NOK today set new financial targets and forecasts for Nokia and the mobile device industry and also for Nokia Siemens Networks and the mobile and fixed infrastructure and related services market,neutral,files/input/train\neutral\0689.txt
"CHS Expo Freight is a major Finnish fair , exhibition and culture logistics company that provides logistics services to various events by land , air and sea",neutral,files/input/train\neutral\0690.txt
They will be sunk to a depth of some 360-380 metres and fixed to the bottom mud by vacuum,neutral,files/input/train\neutral\0691.txt
"cents The profile contains business operations , the company history , major products and services , prospects , key competitors , structure and key employees , locations and subsidiaries",neutral,files/input/train\neutral\0692.txt
Okmetic Board of Directors has also decided on a new share ownership program directed to the company 's top management,neutral,files/input/train\neutral\0693.txt
"The works will include the laying of natural stone pavements and the installation of underground heating , and surface water drainage systems",neutral,files/input/train\neutral\0694.txt
"The major part of the deliveries include different AC and CXE amplifier solutions and products by Belgian DINH Telecom , a broadband solutions company acquired by Teleste in the spring of 2007",neutral,files/input/train\neutral\0695.txt
"The selling consortium includes funds managed by OKO Bank 's venture capital unit , Bio Fund Management and Finnish Industry Investment , a government-owned investment group",neutral,files/input/train\neutral\0696.txt
The fixed acquisition price amounts to NOK 70 ( approximately EUR 8.7 ) million and additional price NOK 15 ( EUR 1.8 ) million at maximum,neutral,files/input/train\neutral\0697.txt
The contract involves refurbishing the bathrooms of 189 units as well as re-plumbing their water and sewer pipes,neutral,files/input/train\neutral\0698.txt
"BAVARIA Industriekapital AG 's 2006 revenues were EUR 333 million , with an EBITDA of EUR 51 million",neutral,files/input/train\neutral\0699.txt
"The copying , republication or redistribution of AFX News Content , inculding by framing or similar means , is expressly prohibited without the prior written consent of AFX News",neutral,files/input/train\neutral\0700.txt
Suomen Paikallissanomat Oy is part of Alma Media Group and it currently publishes 15 local newspapers across Finland,neutral,files/input/train\neutral\0701.txt
"`` We have a license agreement with Nokia Corp. which in part expires on April 9 , 2007",neutral,files/input/train\neutral\0702.txt
"LONDON AFX - UK and European brokers ' recommendations issued today , as collated by AFX News from a range of market sources",neutral,files/input/train\neutral\0703.txt
Activities range from the development of natural resources to the retailed marketing of finished products,neutral,files/input/train\neutral\0704.txt
"The company , which has EUR2 .8 bn in assets , counts among its five largest shareholders Finnish insurers Ilmarinen 4.34 % and Varma 0.70 % , as well as the Finnish state pension fund VER 0.61 %",neutral,files/input/train\neutral\0705.txt
Why not subscribe to the magazine,neutral,files/input/train\neutral\0706.txt
"Rautalinko was resposnible also for Mobility Services , and his job in this division will be continued by Marek Hintze",neutral,files/input/train\neutral\0707.txt
The proposal by the Board of Directors on the issuance of option rights will otherwise correspond to the proposal by the Board of Directors in the Notice to the General Meeting,neutral,files/input/train\neutral\0708.txt
The EUR17m contract includes both design and construction works,neutral,files/input/train\neutral\0709.txt
We offer our customers solutions based on renewable raw materials,neutral,files/input/train\neutral\0710.txt
"Neste Oil s refineries have a combined crude oil refining capacity of approximately 260,000 barrels a day",neutral,files/input/train\neutral\0711.txt
"The product range includes marinated olives , cold cuts , and pates , for example",neutral,files/input/train\neutral\0712.txt
Net investment incom,neutral,files/input/train\neutral\0713.txt
"The second variant offers complete final finishing of any selected apartment with foreign high quality materials ( Finland , Denmark , Germany , France )",neutral,files/input/train\neutral\0714.txt
"According to Finnair Technical Services , the measure is above all due to the employment situation",neutral,files/input/train\neutral\0715.txt
`` This could be us,neutral,files/input/train\neutral\0716.txt
Its market share is 6 percent according to AC Nielsen 's 2008 data,neutral,files/input/train\neutral\0717.txt
The subscription period of Amer Sports ' 2002 warrant scheme will end on 31 December 2007,neutral,files/input/train\neutral\0718.txt
"Includes company and brand share data by category , as well as distribution channel data",neutral,files/input/train\neutral\0719.txt
"The contract covers the manufacturing , surface-treatment and installation of the steel structures",neutral,files/input/train\neutral\0720.txt
"Koduextra is operating a retail chain of 11 stores , controlled by Finnish Non-Food Center KY , Rukax OY , and Scan-Tukka OY",neutral,files/input/train\neutral\0721.txt
"Its annual capacity is some 10,000 MW",neutral,files/input/train\neutral\0722.txt
The event can be followed on-line via Orion 's Finnish homepage at www.orion.fi as well as via the Kauppalehti Live web service at www.kauppalehti.fi/live,neutral,files/input/train\neutral\0723.txt
Image data produced by the browser at the phone server is converted into a bitmapped image that is sent to the handset for display . ',neutral,files/input/train\neutral\0724.txt
Raute is listed on the Nordic exchange in Helsinki,neutral,files/input/train\neutral\0725.txt
"BasWare Invoice Processing , BasWare Contract Matching , BasWare Order Matching and BasWare KPI Reporting Tool are part of the BasWare 's Enterprise Purchase to Pay product suite",neutral,files/input/train\neutral\0726.txt
"With the U.S. Federal Government putting a stake in the ground , vendors - and their customers - are focused on meeting the deadline",neutral,files/input/train\neutral\0727.txt
"Estonia 's Agriculture Minister Helir-Valdor Seeder is in Finland on a two-day visit , in the course of which he will meet with his Finnish counterpart Sirkka-Liisa Anttila",neutral,files/input/train\neutral\0728.txt
"Featuring the S60 user interface , this 135-gram model also comes with a 2.4-inch quarter VGA display and 100 megabytes of internal memory , expandable through the Micro Secure Digital slot",neutral,files/input/train\neutral\0729.txt
"The order includes a log handling line , peeling line and drying line for the production of parquet base layer veneer for Plyfa 's Hassela mill , central Sweden",neutral,files/input/train\neutral\0730.txt
"Participants at any of the book discussions or other special events , or visitors to the car dealership were eligible to enter the drawing for the 2005 silver , four-door Altima",neutral,files/input/train\neutral\0731.txt
"The business area has operations in Finland , Sweden , Denmark , Estonia , Latvia and Lithuania",neutral,files/input/train\neutral\0732.txt
Catalysts segment includes refinery catalysts and polyolefin catalysts product categories,neutral,files/input/train\neutral\0733.txt
"The cost of the deal could range from 70 million to 90 million euros depending on the financial results of the two companies in 2008 , the statement says",neutral,files/input/train\neutral\0734.txt
"The facility will have a lettable area of some 19,000 sq m. The plot for the plant , located in the Ratasmaki business park , will be purchased from the City of Forssa",neutral,files/input/train\neutral\0735.txt
Mr. Koistinen joins from Nokia Siemens Networks where he has held various senior sales management and business development positions since 1997,neutral,files/input/train\neutral\0736.txt
"An  of the invention , released by the Patent Office , said : `` The chambers are pressurized",neutral,files/input/train\neutral\0737.txt
"The address location is provided to a local controller , preferably by wireless transmission , which then uses the address location to access the appliance control module",neutral,files/input/train\neutral\0738.txt
They both will report to Oriola-KD 's chief executive officer Eero Hautaniemi,neutral,files/input/train\neutral\0739.txt
"The port facilities ' throughput is 250,000 TEUs and 7.5 mln tons of general cargo",neutral,files/input/train\neutral\0740.txt
Increase in the number of shares is based on the option rights which were granted to the management of the company under the stock option plan 2006,neutral,files/input/train\neutral\0741.txt
"Country : , Finland Sector : Construction-Real Estate Target : Pohjolan Design-Talo Oy Buyer : CapMan Oyj Vendor : Ruukki Group Oyj Deal size in USD : 102.6 m Type : Divestment Status : Agree",neutral,files/input/train\neutral\0742.txt
"Aug. 17 , 2010 ( Curbed delivered by Newstex ) -- And now , the latest from Racked , covering shopping and retail from the sidewalks up",neutral,files/input/train\neutral\0743.txt
`` We could be there,neutral,files/input/train\neutral\0744.txt
"In addition to verification of an identity and digital signatures , new state-approved Mobile ID enables to cast votes in elections as well",neutral,files/input/train\neutral\0745.txt
The new organization consists of two business units : Charging & Messaging and Finance & Administration,neutral,files/input/train\neutral\0746.txt
"Our key geographical markets are Europe , Russian Federation , Middle-East , South-Africa and Japan",neutral,files/input/train\neutral\0747.txt
Teleste has some 30 offices worldwide and is listed on the Nordic Exchange in Helsinki,neutral,files/input/train\neutral\0748.txt
"Taking a cue from the playbook of the East Dillon Lions , we 've created a special team of heavy-hitting style players , such as boot-cut jeans , tummy tops and , of course , cowboy boots",neutral,files/input/train\neutral\0749.txt
"The business had gross written premiums of EUR152 .4 m (  91.5 m ) in 2000 , a net combined ratio of 133 % and 175 staff in total with offices in the UK , Germany and Benelux",neutral,files/input/train\neutral\0750.txt
"Jon Risfelt has previously held operational executive positions in Europolitan , Ericsson , SAS , American Express card and travel divisions , as well as Nyman & Schultz ( CEO ) , Vodafone Sweden ( CEO ) , and Gambro Renal Products ( CEO )",neutral,files/input/train\neutral\0751.txt
The divested activities had net sales of EUR 145.1 million in 2009 and an operating profit of EUR 8.9 million,neutral,files/input/train\neutral\0752.txt
The maximum number of new shares to be offered is 22 million,neutral,files/input/train\neutral\0753.txt
"The casing comprises a first side casing member provided with the first side vat segment and a second side casing member provided with the second side vat segment , at least the first side casing member being pivotable about a rotation axis",neutral,files/input/train\neutral\0754.txt
"About 72 % of Evraz Group shares are owned by Lanebrook , whose beneficiaries , on the one hand , are Millhouse , the holding company for the assets of billionaire Roman Abramovich and his business partners 50 % ; and Evraz executives Alexander Abramov and Alexander Frolov 50 % , on the other",neutral,files/input/train\neutral\0755.txt
"EQ Bank forecasts Olvi 's net sales at EUR 67mn in the second quarter of 2009 , and operating profit at EUR 6.4 mn",neutral,files/input/train\neutral\0756.txt
The identity of the buyer is not yet known,neutral,files/input/train\neutral\0757.txt
Her present position is the director of Stockmann 's international department stores,neutral,files/input/train\neutral\0758.txt
"Companies evaluated in the report include Aladdin , CA , F-Secure , Kaspersky , Marshal , McAfee , Microsoft , Panda , Proofpoint , Sophos , Symantec , Trend Micro , Tumbleweed , and Websense",neutral,files/input/train\neutral\0759.txt
The company website is www.ahlstrom.com,neutral,files/input/train\neutral\0760.txt
The sellers were the founders of the company,neutral,files/input/train\neutral\0761.txt
`` The issues identified by Stonesoft affect a range of content inspection technology,neutral,files/input/train\neutral\0762.txt
Exel wants to serve its industrial customers with individual products,neutral,files/input/train\neutral\0763.txt
Stora is due to release its fourth-quarter and 2009 full-year earnings on Feb. 4,neutral,files/input/train\neutral\0764.txt
"The Polish business employs about 1,000 people , and it had net sales of about EUR 70mn in 2007",neutral,files/input/train\neutral\0765.txt
The issue came up in connection with discussion with local municipalities concerning the sale of water to industrial facilities,neutral,files/input/train\neutral\0766.txt
The aforementioned shareholders have informed that they will propose to the Annual General Meeting that the number of members of the Board of Directors shall be five and that besides the present members of the Board of Directors also Mr Lassi Noponen shall be elected to the Board of Directors,neutral,files/input/train\neutral\0767.txt
"According to latest information , Benefon will launch its Twig device on 20 September 2006",neutral,files/input/train\neutral\0768.txt
Financing of the project will come mainly from China,neutral,files/input/train\neutral\0769.txt
The figure does not include food exports from Finland,neutral,files/input/train\neutral\0770.txt
"The latest date for registration is on 4 April , 2006",neutral,files/input/train\neutral\0771.txt
"`` Each year , personal entertainment plays a more significant role in determining whether a fitness facility 's workout experience is pleasurable or a chore , '' said Brian Wilson , director of marketing for Precor 's Entertainment & Services Division",neutral,files/input/train\neutral\0772.txt
R&D Loan ),neutral,files/input/train\neutral\0773.txt
Finnlines has six ships under construction in China with deliveries scheduled between the first quarter of 2011 and the final quarter of 2012,neutral,files/input/train\neutral\0774.txt
Lieksaare Oy has earlier been regarded under the control of Saarelainen Oy and the individual shareholders under the shareholder agreement,neutral,files/input/train\neutral\0775.txt
Mr. Doring has been with Eaton since 1989 and acted as the Business Unit Manager for Eaton 's Power Controls Business Unit since January 2007,neutral,files/input/train\neutral\0776.txt
"In volume , the focus is already outside Finland , as 60 % of the group 's products are made in Poland and the Baltic countries",neutral,files/input/train\neutral\0777.txt
A total of $ 78 million will be invested in the project,neutral,files/input/train\neutral\0778.txt
The company also equipped the sculptural complex Rabochy i Kolkhoznitsa A Worker and a Collective Farmer in Moscow with snow melting system,neutral,files/input/train\neutral\0779.txt
"The deal includes all rental equipment and related merchandise , the rental contract of the depot and two employees , the company said",neutral,files/input/train\neutral\0780.txt
"The changes will take effect on 1 January 2010 , and they are not estimated to have an impact on the number of employees",neutral,files/input/train\neutral\0781.txt
"Professional and consumer applications include personal navigation , personal safety , field and workflow management , and asset tracking",neutral,files/input/train\neutral\0782.txt
EUR 152.4 mn of this was net interest income,neutral,files/input/train\neutral\0783.txt
"The report profiles 614 companies including many key and niche players worldwide such as Black & Decker Corporation , Fiskars Corporation , Fiskars Brands , Inc. , Husqvarna Outdoor Products Inc. , K+S Group , Ryobi Technologies , Inc. , The Scotts Miracle-Gro Company , and Van Group , Inc.",neutral,files/input/train\neutral\0784.txt
"The contractor of the shopping center , China State Construction Engineering Corporation , has previously built e.g. airports , hotels and factories for large international customers in different parts of the world",neutral,files/input/train\neutral\0785.txt
Finnish Raute Precision that supplies weighing and dosing systems and plants is changing its name to Lahti Precision,neutral,files/input/train\neutral\0786.txt
HK Ruokatalo 's target is to know the consumers,neutral,files/input/train\neutral\0787.txt
Finnish Talvivaara Mining Co HEL : TLV1V said Thursday it had picked BofA Merrill Lynch and JPMorgan NYSE : JPM as joint bookrunners of its planned issue of convertible notes worth up to EUR250m USD332m,neutral,files/input/train\neutral\0788.txt
"`` The industry is coming to an interesting fork in the road as both handset manufacturers and wireless carriers attempt to serve as the portal for Web-based service to your wireless handset , '' he wrote",neutral,files/input/train\neutral\0789.txt
"Sanoma Learning & Literature , offering print and digital learning materials , is present in eleven countries",neutral,files/input/train\neutral\0790.txt
"After the split , the number of K shares will be 9 540 000 and the number of A shares 26 885 540",neutral,files/input/train\neutral\0791.txt
"CapMan Plc Press Release 31 March 2008 Jukka Ruuska , President of the OMX Nordic Exchanges and the Stockholm Stock Exchange , will transfer to CapMan effective no later than September 2008",neutral,files/input/train\neutral\0792.txt
The agreement is valid for four years,neutral,files/input/train\neutral\0793.txt
The value of the order is about EUR 30mn,neutral,files/input/train\neutral\0794.txt
Upon completion of the sale Proha would get some USD12 .7 m for its stake in Artemis,neutral,files/input/train\neutral\0795.txt
"LEED is an internationally recognized green building certification system , developed by the U.S. Green Building Council",neutral,files/input/train\neutral\0796.txt
Teleste was set up in 1954 and is divided into Broadband Cable Networks and Video Networks business areas,neutral,files/input/train\neutral\0797.txt
The investment would be some EUR5m,neutral,files/input/train\neutral\0798.txt
The value of the contract is about EUR 27mn,neutral,files/input/train\neutral\0799.txt
"Financial , strategic and operational factors are considered",neutral,files/input/train\neutral\0800.txt
Investments in product development stood at 6.0 mln euro ( $ 8.8 mln ),neutral,files/input/train\neutral\0801.txt
The first of the two project phases is expected to be completed by the end of 2012,neutral,files/input/train\neutral\0802.txt
The employee negotiations are to address measures needed to adjust the operations to the present production situation,neutral,files/input/train\neutral\0803.txt
"Based in Helsinki , Finland , Ramirent has branches in 13 Nordic , central and Eastern European countries",neutral,files/input/train\neutral\0804.txt
"Poyry 's contract includes engineering management , civil and detail engineering services , and time scheduling and procurement services",neutral,files/input/train\neutral\0805.txt
"Luna took fifth place on six-under 207 , a shot behind Spain 's Beatriz Recari and Germany 's Martina Eberl , while Welsh player Becky Brewerton was the highest-placed British finisher , sharing seventh place on three-under 210 after shooting 71",neutral,files/input/train\neutral\0806.txt
The value of the multi-year agreement is over EUR 2mn a year,neutral,files/input/train\neutral\0807.txt
"The purchase price will be paid in cash upon the closure of the transaction , scheduled for April 1 , 2009",neutral,files/input/train\neutral\0808.txt
"The EBRD is using its own funds to provide a 21.6 million A loan while the B portion of 10 million Euros has been syndicated to two Finnish commercial banks , Nordea Bank Finland Plc and Pohjola Bank Plc.",neutral,files/input/train\neutral\0809.txt
UPM-Kymmene said its has ` not indicated any interest in any domestic consolidations ',neutral,files/input/train\neutral\0810.txt
The reductions will be concluded by autumn 2010,neutral,files/input/train\neutral\0811.txt
STOCK EXCHANGE ANNOUNCEMENT 20 July 2006 1 ( 1 ) BASWARE SHARE SUBSCRIPTIONS WITH WARRANTS AND INCREASE IN SHARE CAPITAL A total of 119 850 shares have been subscribed with BasWare Warrant Program,neutral,files/input/train\neutral\0812.txt
Other details were not provided,neutral,files/input/train\neutral\0813.txt
The combined value of the orders is EUR 45mn,neutral,files/input/train\neutral\0814.txt
"Jun. 25 , 2008 ( Boy Genius Report delivered by Newstex ) -- The Nokia ( NYSE : NOK ) N78 , huh",neutral,files/input/train\neutral\0815.txt
Bertrand Sciard has been the vice chairman of the board of directors of Aldata Solution since April 2007,neutral,files/input/train\neutral\0816.txt
As a part of the agreement 10 employees from the John Deere Forestry documentation functions will transfer to DokuMentori Oy,neutral,files/input/train\neutral\0817.txt
Okmetic has used the furnaces for the contract manufacturing of solar crystals,neutral,files/input/train\neutral\0818.txt
( The acquisition sum has not been disclosed .,neutral,files/input/train\neutral\0819.txt
The invention carries International Patent Publication No.,neutral,files/input/train\neutral\0820.txt
"Tekla provides 3D software for building and infrastructure engineering , with a focus on building information modelling of steel and concrete structures from design to construction",neutral,files/input/train\neutral\0821.txt
The company specialises in temporary electrification and heating at construction sites,neutral,files/input/train\neutral\0822.txt
It posted a turnover of 4.5 mln euro $ 6.1 mln and an operating profit of 1.5 mln euro $ 2.0 mln for 2006,neutral,files/input/train\neutral\0823.txt
Financial terms were n't disclosed,neutral,files/input/train\neutral\0824.txt
"The company was supposed to deliver machinery to a veneer mill in the Tomsk region , in Russia",neutral,files/input/train\neutral\0825.txt
"The total size of the complex is around 25,000 m2 and the project will be constructed in stages",neutral,files/input/train\neutral\0826.txt
The customers will have an access to integrated propeller and gear packages from one source,neutral,files/input/train\neutral\0827.txt
"One can also apply for jobs directly from the iPad , select which CV to attach and which covering letter is most appropriate for each position",neutral,files/input/train\neutral\0828.txt
"When dialing in , the participants should quote 877417 as conference ID",neutral,files/input/train\neutral\0829.txt
"The negotiations concern personnel of Cencorp Corporation and Singulase Oy as whole in Finland and in Sweden , the company said",neutral,files/input/train\neutral\0830.txt
Sunrise Resources operates in Russian near-shore development markets through its wholly-owned Russian subsidiary and has 80 % of its personnel in Russia,neutral,files/input/train\neutral\0831.txt
"After the transaction , M-real will own 30 % in Metsa-Botnia and UPM -- 17 %",neutral,files/input/train\neutral\0832.txt
"Currently , 95 % of Trainers House 's revenues are attributed to the Finnish market",neutral,files/input/train\neutral\0833.txt
"Finland 's Technopolis is planning to bring the first section of a technopark on stream in St. Petersburg at the end of 2008 , Kari Mikkonen , vice president of Technopolis , told reporters in Helsinki",neutral,files/input/train\neutral\0834.txt
The measures taken will cause one-time costs during the final part of 2006,neutral,files/input/train\neutral\0835.txt
Choose from a Giant Countdown with red head or rainbow trout -- or the Giant Shad Rap in perch color,neutral,files/input/train\neutral\0836.txt
"Meanwhile , Alfa owns 25.1 % of MegaFon through Altimo , and 4.99 % of Turkcell via an 18.5 % stake in Cukurova Holding",neutral,files/input/train\neutral\0837.txt
Mr Jortikka is president of the base metal division of Outotec Oyj in Finland and is on the executive committee of Outotec,neutral,files/input/train\neutral\0838.txt
"The share capital of Basware Corporation is 11,720,829",neutral,files/input/train\neutral\0839.txt
An audio webcast will be available live and archived on Cerner 's Web site at www.cerner.com,neutral,files/input/train\neutral\0840.txt
"With five different game modes , co-op tournaments , 4 player split-screen and multiplayer modes , players can have as much fun as they would if they were actually fishing",neutral,files/input/train\neutral\0841.txt
Finnish Stockmann Group 's mail order unit Hobby Hall has launched a trial marketing campaign in Russia,neutral,files/input/train\neutral\0842.txt
"On 25 August 2009 , Sampo 's stake in Nordea was 19.45 %",neutral,files/input/train\neutral\0843.txt
The group 's net sales in 2007 were EUR683 .6 m,neutral,files/input/train\neutral\0844.txt
Quality chargers under CHARGZ brand are sold in selected retail stores and other sales locations world-wide,neutral,files/input/train\neutral\0845.txt
It will report full-year results on August 22,neutral,files/input/train\neutral\0846.txt
The value of the order is nearly EUR400m,neutral,files/input/train\neutral\0847.txt
"Helsinki 19 May 2010 - Finnish company Lemminkainen Oyj ( HEL : LEM1S ) said today that it will construct an office building at Toolonlahti in downtown Helsinki , without disclosing financial details",neutral,files/input/train\neutral\0848.txt
"In 2008 , Kemira recorded revenue of approximately EUR 2.8 billion and had a staff of 9,400",neutral,files/input/train\neutral\0849.txt
"According to Sweden 's Minister for Local Government and Financial Markets , Mats Odell , the decision to sell the State 's shares in telecom group TeliaSonera can only be carried out in cooperation with the State of Finland",neutral,files/input/train\neutral\0850.txt
The company 's share is quoted on NASDAQ OMX Helsinki Rautaruukki Oyj : RTRKS,neutral,files/input/train\neutral\0851.txt
"In Penttil+ï¿½ 's vision , the most important reason for the transaction is Russia",neutral,files/input/train\neutral\0852.txt
"The other seats would go to Edgar Edmonds , an American with experience of the clothing and retail industry , and Christian Fischer , an Austrian with experience in the winter sports goods business",neutral,files/input/train\neutral\0853.txt
The combined company had pro-forma net sales of 140 mln euro $ 188.9 mln and an operating profit of 13 mln euro $ 17.5 mln for 2006,neutral,files/input/train\neutral\0854.txt
"The machine will have an annual production capacity of 200,000 tonnes of super-calendered magazine paper and other paper grades based on recovered fiber , Stora Enso said",neutral,files/input/train\neutral\0855.txt
Ixonos will finance the acquisition through a 3.8 mln euro $ 5.2 mln loan,neutral,files/input/train\neutral\0856.txt
"Currently it operates a fleet of eight carriers , as well as nine pushers and barges",neutral,files/input/train\neutral\0857.txt
"Like all other mechanical pipettors from Biohit , also Proline Plus is CE-IVD marked and comes with a 3-year warranty",neutral,files/input/train\neutral\0858.txt
"Before Kemira 's installation NordAlu was producing 3,500 tons of liquid and solid aluminum waste per year",neutral,files/input/train\neutral\0859.txt
Panostaja Oyj 's Board also decided at its organisational meeting held upon completion of the AGM to implement the AGM decision concerning Board member fees paid as shares in such a way that shares are transferred on a quarterly basis on the date following publication of the quarterly-annual report,neutral,files/input/train\neutral\0860.txt
